# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 64800
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 64800
DATA ascii
-8.952622e-11 -6.2602831e-12 0.050000001
-8.9403332e-11 -7.8217779e-12 0.050000001
-8.9253202e-11 -9.3808893e-12 0.050000001
-8.9075892e-11 -1.0937144e-11 0.050000001
-8.8871445e-11 -1.2490067e-11 0.050000001
-8.8639929e-11 -1.4039185e-11 0.050000001
-8.8381413e-11 -1.5584027e-11 0.050000001
-8.8095968e-11 -1.7124122e-11 0.050000001
-8.7783697e-11 -1.8659e-11 0.050000001
-8.7444683e-11 -2.0188195e-11 0.050000001
-8.7079031e-11 -2.171124e-11 0.050000001
-8.6686852e-11 -2.3227673e-11 0.050000001
-8.6268277e-11 -2.4737028e-11 0.050000001
-8.5823411e-11 -2.6238851e-11 0.050000001
-8.5352413e-11 -2.7732679e-11 0.050000001
-8.4855407e-11 -2.9218062e-11 0.050000001
-8.4332562e-11 -3.0694541e-11 0.050000001
-8.3784021e-11 -3.2161673e-11 0.050000001
-8.3209967e-11 -3.3619007e-11 0.050000001
-8.2610557e-11 -3.5066099e-11 0.050000001
-8.1985987e-11 -3.6502513e-11 0.050000001
-8.1336445e-11 -3.7927807e-11 0.050000001
-8.0662123e-11 -3.9341547e-11 0.050000001
-7.9963237e-11 -4.0743305e-11 0.050000001
-7.923999e-11 -4.2132648e-11 0.050000001
-7.8492601e-11 -4.3509158e-11 0.050000001
-7.7721309e-11 -4.4872418e-11 0.050000001
-7.692634e-11 -4.6222009e-11 0.050000001
-7.6107939e-11 -4.7557517e-11 0.050000001
-7.5266356e-11 -4.887854e-11 0.050000001
-7.4401839e-11 -5.0184676e-11 0.050000001
-7.3514667e-11 -5.1475522e-11 0.050000001
-7.2605096e-11 -5.2750693e-11 0.050000001
-7.167341e-11 -5.400979e-11 0.050000001
-7.0719895e-11 -5.5252438e-11 0.050000001
-6.9744835e-11 -5.6478256e-11 0.050000001
-6.8748535e-11 -5.7686869e-11 0.050000001
-6.7731286e-11 -5.8877909e-11 0.050000001
-6.6693408e-11 -6.005102e-11 0.050000001
-6.5635219e-11 -6.1205832e-11 0.050000001
-6.4557033e-11 -6.2342e-11 0.050000001
-6.3459182e-11 -6.3459182e-11 0.050000001
-6.2342e-11 -6.4557033e-11 0.050000001
-6.1205832e-11 -6.5635219e-11 0.050000001
-6.005102e-11 -6.6693408e-11 0.050000001
-5.8877909e-11 -6.7731286e-11 0.050000001
-5.7686869e-11 -6.8748535e-11 0.050000001
-5.6478256e-11 -6.9744835e-11 0.050000001
-5.5252438e-11 -7.0719895e-11 0.050000001
-5.400979e-11 -7.167341e-11 0.050000001
-5.2750693e-11 -7.2605096e-11 0.050000001
-5.1475525e-11 -7.3514667e-11 0.050000001
-5.0184676e-11 -7.4401839e-11 0.050000001
-4.887854e-11 -7.5266356e-11 0.050000001
-4.7557517e-11 -7.6107939e-11 0.050000001
-4.6222009e-11 -7.692634e-11 0.050000001
-4.4872418e-11 -7.7721309e-11 0.050000001
-4.3509162e-11 -7.8492601e-11 0.050000001
-4.2132648e-11 -7.923999e-11 0.050000001
-4.0743305e-11 -7.9963237e-11 0.050000001
-3.9341547e-11 -8.0662123e-11 0.050000001
-3.7927807e-11 -8.1336445e-11 0.050000001
-3.6502513e-11 -8.1985987e-11 0.050000001
-3.5066103e-11 -8.2610557e-11 0.050000001
-3.3619007e-11 -8.3209967e-11 0.050000001
-3.2161673e-11 -8.3784021e-11 0.050000001
-3.0694541e-11 -8.4332562e-11 0.050000001
-2.9218062e-11 -8.4855407e-11 0.050000001
-2.7732681e-11 -8.5352413e-11 0.050000001
-2.6238851e-11 -8.5823411e-11 0.050000001
-2.473703e-11 -8.626827e-11 0.050000001
-2.3227673e-11 -8.6686852e-11 0.050000001
-2.1711242e-11 -8.7079031e-11 0.050000001
-2.0188197e-11 -8.7444683e-11 0.050000001
-1.8659001e-11 -8.7783697e-11 0.050000001
-1.7124123e-11 -8.8095968e-11 0.050000001
-1.5584027e-11 -8.8381413e-11 0.050000001
-1.4039186e-11 -8.8639929e-11 0.050000001
-1.2490068e-11 -8.8871445e-11 0.050000001
-1.0937144e-11 -8.9075892e-11 0.050000001
-9.3808902e-12 -8.9253202e-11 0.050000001
-7.8217779e-12 -8.9403332e-11 0.050000001
-6.260284e-12 -8.952622e-11 0.050000001
-4.6968822e-12 -8.9621845e-11 0.050000001
-3.1320502e-12 -8.9690165e-11 0.050000001
-1.5662638e-12 -8.9731167e-11 0.050000001
-4.8324806e-19 -8.9744837e-11 0.050000001
1.5662629e-12 -8.9731167e-11 0.050000001
3.1320491e-12 -8.9690165e-11 0.050000001
4.6968813e-12 -8.9621845e-11 0.050000001
6.2602827e-12 -8.952622e-11 0.050000001
7.8217771e-12 -8.9403332e-11 0.050000001
9.3808893e-12 -8.9253202e-11 0.050000001
1.0937144e-11 -8.9075892e-11 0.050000001
1.2490067e-11 -8.8871445e-11 0.050000001
1.4039185e-11 -8.8639929e-11 0.050000001
1.5584027e-11 -8.8381413e-11 0.050000001
1.7124122e-11 -8.8095968e-11 0.050000001
1.8659e-11 -8.7783697e-11 0.050000001
2.0188195e-11 -8.7444683e-11 0.050000001
2.171124e-11 -8.7079031e-11 0.050000001
2.3227673e-11 -8.6686852e-11 0.050000001
2.4737028e-11 -8.6268277e-11 0.050000001
2.623885e-11 -8.5823411e-11 0.050000001
2.7732679e-11 -8.5352413e-11 0.050000001
2.9218062e-11 -8.4855407e-11 0.050000001
3.0694541e-11 -8.4332562e-11 0.050000001
3.2161673e-11 -8.3784021e-11 0.050000001
3.3619007e-11 -8.3209967e-11 0.050000001
3.5066099e-11 -8.2610557e-11 0.050000001
3.6502513e-11 -8.1985987e-11 0.050000001
3.7927807e-11 -8.1336445e-11 0.050000001
3.9341547e-11 -8.0662123e-11 0.050000001
4.0743301e-11 -7.9963237e-11 0.050000001
4.2132648e-11 -7.923999e-11 0.050000001
4.3509158e-11 -7.8492601e-11 0.050000001
4.4872418e-11 -7.7721309e-11 0.050000001
4.6222009e-11 -7.692634e-11 0.050000001
4.7557517e-11 -7.6107939e-11 0.050000001
4.887854e-11 -7.5266356e-11 0.050000001
5.0184676e-11 -7.4401839e-11 0.050000001
5.1475522e-11 -7.3514667e-11 0.050000001
5.2750689e-11 -7.2605096e-11 0.050000001
5.400979e-11 -7.167341e-11 0.050000001
5.5252438e-11 -7.0719895e-11 0.050000001
5.6478256e-11 -6.9744835e-11 0.050000001
5.7686869e-11 -6.8748535e-11 0.050000001
5.8877909e-11 -6.7731286e-11 0.050000001
6.005102e-11 -6.6693415e-11 0.050000001
6.1205832e-11 -6.5635219e-11 0.050000001
6.2342e-11 -6.4557033e-11 0.050000001
6.3459182e-11 -6.3459182e-11 0.050000001
6.4557033e-11 -6.2342e-11 0.050000001
6.5635219e-11 -6.1205832e-11 0.050000001
6.6693408e-11 -6.005102e-11 0.050000001
6.7731286e-11 -5.8877909e-11 0.050000001
6.8748535e-11 -5.7686869e-11 0.050000001
6.9744835e-11 -5.6478256e-11 0.050000001
7.0719895e-11 -5.5252438e-11 0.050000001
7.167341e-11 -5.400979e-11 0.050000001
7.2605096e-11 -5.2750693e-11 0.050000001
7.3514667e-11 -5.1475525e-11 0.050000001
7.4401839e-11 -5.0184676e-11 0.050000001
7.5266356e-11 -4.887854e-11 0.050000001
7.6107939e-11 -4.7557517e-11 0.050000001
7.692634e-11 -4.6222009e-11 0.050000001
7.7721309e-11 -4.4872418e-11 0.050000001
7.8492601e-11 -4.3509162e-11 0.050000001
7.923999e-11 -4.2132648e-11 0.050000001
7.9963237e-11 -4.0743305e-11 0.050000001
8.0662123e-11 -3.9341547e-11 0.050000001
8.1336445e-11 -3.7927807e-11 0.050000001
8.1985987e-11 -3.6502513e-11 0.050000001
8.2610557e-11 -3.5066103e-11 0.050000001
8.3209967e-11 -3.3619007e-11 0.050000001
8.3784021e-11 -3.2161673e-11 0.050000001
8.4332562e-11 -3.0694544e-11 0.050000001
8.4855407e-11 -2.9218062e-11 0.050000001
8.5352413e-11 -2.7732681e-11 0.050000001
8.5823411e-11 -2.6238851e-11 0.050000001
8.626827e-11 -2.473703e-11 0.050000001
8.6686852e-11 -2.3227673e-11 0.050000001
8.7079031e-11 -2.1711242e-11 0.050000001
8.7444683e-11 -2.0188197e-11 0.050000001
8.7783697e-11 -1.8659001e-11 0.050000001
8.8095968e-11 -1.7124123e-11 0.050000001
8.8381413e-11 -1.5584027e-11 0.050000001
8.8639929e-11 -1.4039186e-11 0.050000001
8.8871445e-11 -1.2490068e-11 0.050000001
8.9075892e-11 -1.0937145e-11 0.050000001
8.9253202e-11 -9.3808902e-12 0.050000001
8.9403332e-11 -7.8217788e-12 0.050000001
8.952622e-11 -6.260284e-12 0.050000001
8.9621845e-11 -4.6968826e-12 0.050000001
8.9690165e-11 -3.1320502e-12 0.050000001
8.9731167e-11 -1.566264e-12 0.050000001
-0.00087262026 -0 0.049992386
-0.00087248738 -1.5229323e-05 0.049992386
-0.00087208871 -3.0454008e-05 0.049992386
-0.00087142439 -4.5669414e-05 0.049992386
-0.00087049458 -6.0870912e-05 0.049992386
-0.00086929969 -7.6053868e-05 0.049992386
-0.00086783996 -9.1213653e-05 0.049992386
-0.00086611591 -0.00010634566 0.049992386
-0.000864128 -0.00012144527 0.049992386
-0.00086187688 -0.00013650788 0.049992386
-0.00085936318 -0.00015152892 0.049992386
-0.00085658778 -0.0001665038 0.049992386
-0.00085355144 -0.00018142795 0.049992386
-0.00085025508 -0.00019629685 0.049992386
-0.0008466997 -0.00021110594 0.049992386
-0.00084288645 -0.00022585074 0.049992386
-0.00083881646 -0.00024052674 0.049992386
-0.00083449093 -0.00025512947 0.049992386
-0.00082991121 -0.0002696545 0.049992386
-0.00082507869 -0.00028409736 0.049992386
-0.00081999484 -0.0002984537 0.049992386
-0.00081466121 -0.00031271914 0.049992386
-0.00080907944 -0.00032688931 0.049992386
-0.00080325117 -0.0003409599 0.049992386
-0.00079717831 -0.00035492663 0.049992386
-0.00079086254 -0.00036878526 0.049992386
-0.00078430591 -0.00038253155 0.049992386
-0.00077751034 -0.00039616131 0.049992386
-0.00077047799 -0.00040967041 0.049992386
-0.00076321088 -0.00042305471 0.049992386
-0.00075571134 -0.00043631013 0.049992386
-0.00074798154 -0.00044943267 0.049992386
-0.00074002397 -0.00046241828 0.049992386
-0.00073184096 -0.00047526305 0.049992386
-0.00072343496 -0.00048796306 0.049992386
-0.0007148087 -0.0005005144 0.049992386
-0.00070596463 -0.00051291334 0.049992386
-0.00069690554 -0.00052515598 0.049992386
-0.00068763416 -0.00053723867 0.049992386
-0.0006781533 -0.00054915773 0.049992386
-0.00066846592 -0.00056090951 0.049992386
-0.00065857486 -0.00057249039 0.049992386
-0.00064848323 -0.00058389694 0.049992386
-0.00063819403 -0.0005951256 0.049992386
-0.00062771048 -0.00060617295 0.049992386
-0.00061703572 -0.00061703572 0.049992386
-0.00060617295 -0.00062771048 0.049992386
-0.0005951256 -0.00063819403 0.049992386
-0.00058389694 -0.00064848323 0.049992386
-0.00057249039 -0.00065857486 0.049992386
-0.00056090951 -0.00066846592 0.049992386
-0.00054915773 -0.0006781533 0.049992386
-0.00053723867 -0.00068763416 0.049992386
-0.00052515598 -0.00069690554 0.049992386
-0.00051291334 -0.00070596463 0.049992386
-0.0005005144 -0.0007148087 0.049992386
-0.00048796306 -0.00072343496 0.049992386
-0.00047526305 -0.0007318409 0.049992386
-0.00046241828 -0.00074002397 0.049992386
-0.00044943267 -0.00074798154 0.049992386
-0.00043631013 -0.00075571134 0.049992386
-0.00042305471 -0.00076321088 0.049992386
-0.00040967041 -0.00077047799 0.049992386
-0.00039616131 -0.00077751034 0.049992386
-0.00038253155 -0.00078430591 0.049992386
-0.00036878526 -0.00079086254 0.049992386
-0.00035492663 -0.00079717831 0.049992386
-0.0003409599 -0.00080325117 0.049992386
-0.00032688931 -0.00080907944 0.049992386
-0.00031271914 -0.00081466121 0.049992386
-0.0002984537 -0.00081999484 0.049992386
-0.00028409736 -0.00082507869 0.049992386
-0.0002696545 -0.00082991121 0.049992386
-0.00025512947 -0.00083449093 0.049992386
-0.00024052674 -0.00083881646 0.049992386
-0.00022585074 -0.00084288645 0.049992386
-0.00021110594 -0.0008466997 0.049992386
-0.00019629685 -0.00085025508 0.049992386
-0.00018142795 -0.00085355144 0.049992386
-0.0001665038 -0.00085658778 0.049992386
-0.00015152892 -0.00085936318 0.049992386
-0.00013650788 -0.00086187688 0.049992386
-0.00012144527 -0.000864128 0.049992386
-0.00010634566 -0.00086611591 0.049992386
-9.121366e-05 -0.00086783996 0.049992386
-7.6053868e-05 -0.00086929969 0.049992386
-6.0870912e-05 -0.00087049458 0.049992386
-4.5669418e-05 -0.00087142439 0.049992386
-3.045401e-05 -0.00087208871 0.049992386
-1.5229325e-05 -0.00087248738 0.049992386
-1.5662633e-12 -0.00087262026 0.049992386
1.5229322e-05 -0.00087248738 0.049992386
3.0454006e-05 -0.00087208871 0.049992386
4.5669414e-05 -0.00087142439 0.049992386
6.0870912e-05 -0.00087049458 0.049992386
7.6053868e-05 -0.00086929969 0.049992386
9.1213653e-05 -0.00086783996 0.049992386
0.00010634566 -0.00086611591 0.049992386
0.00012144526 -0.000864128 0.049992386
0.00013650788 -0.00086187688 0.049992386
0.00015152892 -0.00085936318 0.049992386
0.0001665038 -0.00085658778 0.049992386
0.00018142795 -0.00085355144 0.049992386
0.00019629685 -0.00085025508 0.049992386
0.00021110594 -0.0008466997 0.049992386
0.00022585074 -0.00084288645 0.049992386
0.00024052674 -0.00083881646 0.049992386
0.00025512947 -0.00083449093 0.049992386
0.0002696545 -0.00082991121 0.049992386
0.00028409736 -0.00082507869 0.049992386
0.0002984537 -0.00081999484 0.049992386
0.00031271914 -0.00081466121 0.049992386
0.00032688931 -0.00080907944 0.049992386
0.0003409599 -0.00080325117 0.049992386
0.00035492663 -0.00079717831 0.049992386
0.00036878526 -0.00079086254 0.049992386
0.00038253155 -0.00078430591 0.049992386
0.00039616131 -0.00077751034 0.049992386
0.00040967041 -0.00077047799 0.049992386
0.00042305471 -0.00076321088 0.049992386
0.00043631013 -0.00075571134 0.049992386
0.00044943267 -0.00074798154 0.049992386
0.00046241828 -0.00074002397 0.049992386
0.00047526305 -0.00073184096 0.049992386
0.00048796306 -0.00072343496 0.049992386
0.0005005144 -0.0007148087 0.049992386
0.00051291334 -0.00070596463 0.049992386
0.00052515598 -0.00069690554 0.049992386
0.00053723867 -0.00068763416 0.049992386
0.00054915773 -0.0006781533 0.049992386
0.00056090951 -0.00066846592 0.049992386
0.00057249039 -0.00065857486 0.049992386
0.00058389694 -0.00064848323 0.049992386
0.0005951256 -0.00063819409 0.049992386
0.00060617295 -0.00062771048 0.049992386
0.00061703572 -0.00061703572 0.049992386
0.00062771048 -0.00060617295 0.049992386
0.00063819403 -0.0005951256 0.049992386
0.00064848323 -0.00058389694 0.049992386
0.00065857486 -0.00057249039 0.049992386
0.00066846592 -0.00056090951 0.049992386
0.0006781533 -0.00054915773 0.049992386
0.00068763416 -0.00053723867 0.049992386
0.00069690554 -0.00052515598 0.049992386
0.00070596463 -0.00051291334 0.049992386
0.00071480864 -0.0005005144 0.049992386
0.00072343496 -0.00048796306 0.049992386
0.0007318409 -0.00047526305 0.049992386
0.00074002397 -0.00046241828 0.049992386
0.00074798154 -0.00044943267 0.049992386
0.00075571134 -0.00043631013 0.049992386
0.00076321088 -0.00042305471 0.049992386
0.00077047799 -0.00040967041 0.049992386
0.00077751034 -0.00039616131 0.049992386
0.00078430591 -0.00038253155 0.049992386
0.00079086254 -0.00036878526 0.049992386
0.00079717831 -0.00035492663 0.049992386
0.00080325117 -0.0003409599 0.049992386
0.00080907944 -0.00032688931 0.049992386
0.00081466121 -0.00031271914 0.049992386
0.00081999484 -0.0002984537 0.049992386
0.00082507869 -0.00028409736 0.049992386
0.00082991121 -0.0002696545 0.049992386
0.00083449093 -0.00025512947 0.049992386
0.00083881646 -0.00024052674 0.049992386
0.00084288645 -0.00022585074 0.049992386
0.0008466997 -0.00021110596 0.049992386
0.00085025508 -0.00019629685 0.049992386
0.00085355144 -0.00018142795 0.049992386
0.00085658778 -0.0001665038 0.049992386
0.00085936318 -0.00015152892 0.049992386
0.00086187688 -0.00013650789 0.049992386
0.000864128 -0.00012144527 0.049992386
0.00086611591 -0.00010634566 0.049992386
0.00086783996 -9.121366e-05 0.049992386
0.00086929969 -7.6053868e-05 0.049992386
0.00087049458 -6.0870916e-05 0.049992386
0.00087142439 -4.5669418e-05 0.049992386
0.00087208871 -3.0454012e-05 0.049992386
0.00087248738 -1.5229327e-05 0.049992386
0.00087262026 -3.1325266e-12 0.049992386
0.00087248738 1.5229321e-05 0.049992386
0.00087208871 3.0454004e-05 0.049992386
0.00087142439 4.5669414e-05 0.049992386
0.00087049458 6.0870909e-05 0.049992386
0.00086929969 7.6053861e-05 0.049992386
0.00086783996 9.1213653e-05 0.049992386
0.00086611591 0.00010634566 0.049992386
0.000864128 0.00012144526 0.049992386
0.00086187688 0.00013650788 0.049992386
0.00085936318 0.00015152892 0.049992386
0.00085658778 0.0001665038 0.049992386
0.00085355144 0.00018142795 0.049992386
0.00085025508 0.00019629684 0.049992386
0.0008466997 0.00021110594 0.049992386
0.00084288645 0.00022585074 0.049992386
0.00083881646 0.00024052674 0.049992386
0.00083449093 0.00025512947 0.049992386
0.00082991121 0.0002696545 0.049992386
0.00082507869 0.00028409736 0.049992386
0.00081999484 0.0002984537 0.049992386
0.00081466121 0.00031271914 0.049992386
0.00080907944 0.00032688931 0.049992386
0.00080325117 0.0003409599 0.049992386
0.00079717831 0.00035492663 0.049992386
0.00079086254 0.00036878526 0.049992386
0.00078430591 0.00038253155 0.049992386
0.00077751034 0.00039616131 0.049992386
0.00077047799 0.00040967041 0.049992386
0.00076321088 0.00042305471 0.049992386
0.00075571134 0.00043631013 0.049992386
0.00074798154 0.00044943267 0.049992386
0.00074002397 0.00046241828 0.049992386
0.00073184096 0.00047526305 0.049992386
0.00072343496 0.00048796306 0.049992386
0.0007148087 0.0005005144 0.049992386
0.00070596463 0.00051291334 0.049992386
0.00069690554 0.00052515598 0.049992386
0.00068763416 0.00053723867 0.049992386
0.0006781533 0.00054915773 0.049992386
0.00066846592 0.00056090951 0.049992386
0.00065857486 0.00057249039 0.049992386
0.00064848323 0.00058389694 0.049992386
0.00063819409 0.0005951256 0.049992386
0.00062771048 0.00060617295 0.049992386
0.00061703572 0.00061703572 0.049992386
